x;y;o;e;m;t;s;owner
145;349;75;79;76;75;92;Мартин Феррис
146;349;83;6;71;28;76;
147;349;79;3;92;46;85;
154;349;76;96;80;54;83;
155;349;81;92;82;82;89;
157;349;88;73;50;39;88;
159;349;6;75;62;69;89;
161;349;76;88;87;80;92;
163;349;9;94;63;73;83;
164;349;73;90;5;85;85;
165;349;6;89;76;14;88;
177;349;77;72;70;66;76;
178;349;75;79;75;69;74;
184;349;74;27;10;54;70;
186;349;92;22;5;43;75;
345;349;66;80;71;19;80;mr.vas_co
348;349;86;81;87;82;91;Scul
352;349;75;70;11;29;82;mr.vas_co
358;349;98;97;83;26;85;Pelm9
371;349;73;4;97;74;94;
374;349;97;74;13;72;90;
588;349;0;0;0;0;70;ermine
590;349;74;93;96;52;99;
591;349;5;74;89;69;97;
594;349;85;98;83;29;89;
595;349;71;88;23;94;93;
596;349;91;77;91;69;87;
597;349;84;86;82;94;75;
607;349;79;85;63;22;70;
608;349;89;79;84;25;90;
609;349;8;13;73;73;84;
132;350;81;95;31;19;86;
141;350;40;83;90;59;71;
144;350;83;81;86;79;84;Cenor
145;350;19;84;77;5;90;
149;350;74;92;86;29;99;Оуэн О Даффи
152;350;84;75;80;52;87;
153;350;84;81;76;94;81;
154;350;96;70;3;35;81;
157;350;71;98;83;58;81;
159;350;63;84;81;89;80;
161;350;93;2;85;66;74;
162;350;78;24;83;90;81;
163;350;78;84;86;27;87;
165;350;75;75;82;66;77;
166;350;90;84;81;59;74;
167;350;82;74;70;76;78;
168;350;74;76;92;46;92;
176;350;70;6;1;32;73;
177;350;95;82;77;11;87;
178;350;83;36;74;40;79;
179;350;78;78;58;58;89;
182;350;85;72;78;82;83;
184;350;86;75;71;69;78;
185;350;85;3;31;18;79;
186;350;83;88;39;40;71;
190;350;89;63;55;5;91;
347;350;69;75;79;61;98;Scul
348;350;85;84;95;76;94;Scul
352;350;86;89;89;10;93;mr.vas_co
359;350;75;79;82;44;80;Ольгерд
367;350;74;78;69;92;92;Klac
379;350;72;72;76;34;74;Feelin
386;350;94;80;91;81;82;
397;350;92;75;93;55;7;Grek
398;350;2;78;77;68;91;Grek
399;350;9;46;82;81;95;Grek
402;350;72;72;79;30;70;Grek
403;350;82;77;77;17;81;Grek
404;350;78;87;78;14;90;Grek
590;350;67;75;75;21;90;ermine
595;350;72;71;77;56;84;
597;350;79;82;64;39;67;
607;350;72;89;60;58;90;
608;350;81;91;77;24;81;
609;350;89;96;14;20;93;
120;351;0;0;0;0;80;Уильям Дарган
129;351;83;83;75;89;84;
134;351;76;71;74;53;92;Оуэн О Даффи
135;351;74;86;84;64;81;
137;351;71;82;9;38;85;
140;351;70;88;79;39;98;Оуэн О Даффи
144;351;95;92;71;35;98;Bomrek
145;351;64;96;87;86;87;Мартин Феррис
152;351;87;83;1;29;98;Bomrek
155;351;55;86;82;14;86;
157;351;58;89;66;46;86;
164;351;70;98;59;75;87;
165;351;0;0;0;0;0;
166;351;80;91;63;28;74;
167;351;75;84;78;42;73;
168;351;80;68;63;27;87;
169;351;69;71;25;38;95;
170;351;99;15;98;15;77;
175;351;86;2;85;52;86;
176;351;72;77;77;72;72;
177;351;81;75;1;50;88;
180;351;95;84;86;23;92;
181;351;61;93;54;33;73;
186;351;81;42;76;19;83;
190;351;84;26;11;42;80;
340;351;85;46;21;94;96;
351;351;73;70;21;57;93;Scul
352;351;75;75;3;63;93;Scul
358;351;74;91;41;89;87;
363;351;70;15;73;59;83;Jan Paul
373;351;82;83;53;56;82;Feelin
384;351;87;74;79;10;90;Zombie 600907
396;351;2;79;82;13;99;
591;351;7;37;95;42;90;
595;351;67;77;72;6;75;KomKon6
597;351;75;90;71;50;93;meerkat EC
599;351;22;76;73;82;80;
601;351;84;95;28;89;83;
602;351;70;79;70;49;93;
609;351;88;87;42;93;94;
127;352;90;85;95;63;88;Код Леопольд
132;352;31;72;74;61;91;Фрэнсис Хьюз
136;352;92;93;86;96;87;Мартин Феррис
138;352;77;55;92;67;89;Cenor
140;352;77;89;3;53;77;
142;352;71;81;88;80;83;Cenor
143;352;0;0;0;0;70;
145;352;99;71;80;84;84;Ast
146;352;82;71;64;41;82;
153;352;72;89;84;1;81;
163;352;80;70;70;32;83;
164;352;83;68;96;56;95;
165;352;84;91;27;79;73;
166;352;92;81;96;55;87;
167;352;73;3;74;69;82;
168;352;62;71;91;59;73;
169;352;83;97;76;24;88;
173;352;83;86;19;68;83;
174;352;64;5;1;33;95;
175;352;89;96;17;21;81;
176;352;75;92;13;65;74;
177;352;74;5;21;53;84;
180;352;94;95;66;60;93;Ast
182;352;90;77;19;14;81;
186;352;73;92;75;85;72;
187;352;80;74;98;70;88;
190;352;88;39;81;15;93;
340;352;96;84;66;76;88;Ольгерд
345;352;74;77;72;74;79;Scul
352;352;72;73;71;40;80;Ольгерд
359;352;83;3;71;29;81;
373;352;94;94;77;28;92;Zombie 600907
376;352;13;74;28;34;90;Feelin
382;352;54;89;70;60;98;Feelin
386;352;70;5;91;7;96;Griffin
397;352;0;0;0;0;70;
402;352;81;84;70;49;82;Grek
589;352;76;73;79;37;91;ermine
592;352;3;15;90;26;94;ermine
593;352;78;83;64;89;86;
595;352;69;72;75;28;87;
596;352;24;84;35;83;92;
605;352;92;80;73;11;91;KomKon4
124;353;15;81;66;85;95;Код Леопольд
125;353;2;66;86;12;97;
126;353;0;0;0;0;90;Джерри Адамс
128;353;72;79;77;78;79;Код Леопольд
132;353;73;74;77;47;84;
134;353;75;76;88;71;93;Cenor
137;353;67;78;53;37;83;
138;353;71;90;79;92;98;Мартин Феррис
141;353;79;76;76;27;72;Оуэн О Даффи
142;353;0;0;0;0;0;
143;353;89;79;95;86;85;Мартин Феррис
144;353;70;71;68;7;82;Оуэн О Даффи
155;353;82;7;58;50;86;
160;353;78;71;80;92;76;
162;353;81;60;97;73;97;Ast
164;353;83;82;87;55;83;
166;353;78;6;83;16;70;
167;353;78;22;74;70;80;
168;353;71;14;67;84;77;
169;353;76;82;76;84;76;
170;353;72;79;92;48;72;
172;353;76;70;82;60;72;
173;353;84;68;87;13;73;
176;353;76;79;84;38;82;
178;353;84;67;75;28;75;
179;353;88;81;4;7;73;
180;353;83;84;84;62;70;
181;353;83;86;88;65;80;
185;353;87;12;67;55;70;
341;353;83;91;75;12;82;
348;353;71;7;74;22;81;mr.vas_co
349;353;89;17;59;55;84;Ольгерд
359;353;93;73;68;33;96;Ольгерд
369;353;76;90;78;26;82;
378;353;77;76;83;49;96;Feelin
399;353;95;61;73;75;91;Grek
401;353;81;99;70;62;98;Grek
590;353;0;0;0;0;0;
594;353;71;65;68;71;83;
595;353;13;81;89;2;82;KomKon6
596;353;98;71;78;44;92;
125;354;81;77;85;52;93;
126;354;0;0;0;0;80;Мартин Феррис
131;354;92;69;71;67;81;Cenor
134;354;18;79;3;74;68;
139;354;81;85;91;65;82;Cenor
141;354;0;0;0;0;70;Мартин Феррис
144;354;65;84;75;62;85;Оуэн О Даффи
145;354;72;79;76;42;76;Cenor
160;354;91;82;87;46;76;
161;354;67;4;67;45;70;
162;354;81;88;86;38;76;
163;354;88;73;77;3;89;
168;354;70;57;89;82;87;
169;354;94;61;74;33;81;Bomrek
171;354;78;7;78;44;98;
175;354;93;82;73;27;71;
176;354;92;92;69;64;70;
179;354;94;90;70;92;72;
180;354;81;69;99;44;96;Бобби Сендс
344;354;77;71;3;11;80;
349;354;87;60;76;38;84;Ольгерд
350;354;86;77;84;64;80;Ольгерд
356;354;76;12;65;59;93;Ольгерд
383;354;77;74;89;22;94;Feelin
400;354;0;0;0;0;80;
402;354;71;62;79;86;89;
405;354;84;70;58;66;99;
406;354;71;32;72;34;92;Tandg
595;354;47;77;97;17;75;KomKon6
596;354;72;92;50;8;84;KomKon6
597;354;85;28;74;37;84;
603;354;12;87;91;55;90;
608;354;84;93;55;42;90;
121;355;0;0;0;0;90;Код Леопольд
140;355;97;83;69;6;94;Bomrek
160;355;74;85;42;81;81;
164;355;80;83;91;85;70;
165;355;99;83;81;27;76;Bomrek
169;355;72;73;3;26;82;
170;355;85;96;85;60;79;
176;355;71;77;70;86;74;
177;355;91;84;77;97;74;
178;355;91;78;83;36;75;
179;355;83;54;56;76;75;
181;355;91;82;74;24;79;
182;355;80;64;71;58;99;
185;355;76;75;83;75;95;
186;355;67;51;81;32;73;
339;355;95;86;82;77;81;Осколок
345;355;85;90;74;31;94;Rock
348;355;81;80;92;44;13;Ольгерд
349;355;83;77;1;84;82;Осколок
353;355;72;6;86;52;81;
361;355;71;72;79;41;72;Ольгерд
363;355;75;75;72;21;75;Griffin
369;355;76;71;68;53;76;Jan Paul
370;355;96;1;6;61;80;
373;355;78;75;45;60;84;
387;355;0;0;0;0;80;
389;355;79;78;77;94;95;
391;355;84;93;64;86;98;Pelm5
399;355;72;78;49;65;84;
401;355;22;67;84;74;83;
402;355;91;65;84;93;90;
406;355;73;74;31;40;94;
588;355;0;0;0;0;70;
601;355;98;83;96;18;85;KomKon3
602;355;83;87;75;48;81;
118;356;0;0;0;0;90;Код Леопольд
129;356;49;73;17;23;88;Джерри Адамс
131;356;80;63;75;18;90;Мартин Макгиннес
132;356;71;78;50;30;89;Bomrek
159;356;91;7;83;13;99;
160;356;97;7;91;75;78;
162;356;72;77;1;64;80;
165;356;80;80;75;65;87;
166;356;85;6;63;53;94;
169;356;82;30;61;13;86;
170;356;76;79;31;69;96;Ast
171;356;76;68;84;39;88;
173;356;77;74;72;48;77;
176;356;58;74;91;31;84;
177;356;77;7;83;81;78;
178;356;79;77;96;96;73;
179;356;88;76;25;93;92;Ast
182;356;82;14;71;39;89;
183;356;67;9;73;64;80;
184;356;13;52;77;93;75;
185;356;78;5;81;43;87;
345;356;90;77;67;26;92;Griffin
346;356;86;4;11;9;91;
347;356;94;79;75;98;92;Осколок
349;356;0;0;0;0;80;mr.vas_co
354;356;73;97;17;10;83;ровно4
367;356;83;72;76;35;81;Jan Paul
369;356;74;77;76;53;90;Jan Paul
377;356;63;85;98;50;80;
387;356;67;86;69;35;88;Zombie 601081
390;356;82;83;84;91;90;
391;356;82;35;76;96;99;
585;356;0;0;0;0;0;
591;356;81;66;71;23;98;
593;356;87;1;81;16;94;KomKon7
601;356;86;67;6;66;77;
602;356;91;16;72;67;71;
605;356;84;80;49;39;85;
606;356;0;0;0;0;0;
125;357;0;0;0;0;10;
132;357;45;75;69;85;95;Код Леопольд
134;357;72;79;89;62;75;
135;357;55;85;16;17;86;
138;357;79;92;14;30;82;
139;357;73;83;90;83;81;
140;357;69;73;80;16;70;
159;357;97;75;17;6;86;Bomrek
162;357;82;99;71;46;85;
163;357;82;84;11;75;81;
164;357;74;15;81;90;84;
165;357;75;63;77;83;74;
166;357;80;34;8;81;92;
169;357;87;83;78;45;72;
173;357;83;72;45;28;77;
175;357;97;75;78;83;86;Ast
177;357;81;80;74;5;82;
178;357;78;88;74;33;74;
181;357;88;78;56;68;89;
184;357;79;74;60;81;74;
330;357;69;92;85;83;79;Осколок
338;357;75;82;85;80;82;Осколок
344;357;85;77;80;58;85;mr.vas_co
345;357;0;0;0;0;70;mr.vas_co
350;357;72;88;70;31;86;mr.vas_co
355;357;98;78;72;68;92;Ольгерд
357;357;91;91;44;14;99;Griffin
359;357;80;52;85;25;90;Griffin
361;357;99;82;71;17;87;Griffin
374;357;83;78;40;81;88;Pelm5
381;357;84;89;83;41;84;
402;357;93;84;93;66;96;Grek
406;357;70;84;84;36;91;Tandg
592;357;7;78;45;69;86;
593;357;94;72;78;66;81;
601;357;72;79;85;87;83;
602;357;70;72;21;7;89;KomKon3
603;357;62;74;71;13;82;KomKon3
607;357;8;76;78;59;97;
610;357;91;69;88;74;80;
126;358;77;73;79;43;95;
129;358;53;73;18;43;95;
131;358;80;99;2;75;79;
137;358;66;96;70;34;84;
138;358;8;93;79;68;94;PTNPNH
139;358;0;0;0;0;80;
140;358;90;75;79;33;83;Bomrek
142;358;47;70;82;85;82;
159;358;84;19;10;71;96;Ast
160;358;77;69;82;48;76;
164;358;83;80;72;22;75;
165;358;94;74;82;93;74;
172;358;89;78;6;27;72;
175;358;72;69;77;81;73;Ast
176;358;91;81;74;54;80;
180;358;82;63;71;77;73;
181;358;65;74;77;73;87;
183;358;92;75;64;35;88;
185;358;67;78;82;37;85;
344;358;96;83;75;48;88;Ольгерд
345;358;81;99;86;81;83;
347;358;76;78;81;19;92;Griffin
356;358;79;77;84;43;83;Ольгерд
359;358;72;84;72;5;81;Griffin
370;358;62;79;85;76;86;
371;358;78;78;6;59;96;Jan Paul
372;358;78;73;97;91;89;
373;358;77;16;99;70;90;Pelm2
374;358;65;82;76;97;6;dimonazko
392;358;81;66;73;62;81;
394;358;82;85;45;98;87;
402;358;38;68;73;78;98;Pelm5
407;358;0;0;0;0;70;UPick
587;358;96;7;78;54;91;
591;358;0;0;0;0;0;
600;358;9;3;76;8;88;
601;358;67;72;74;11;72;KomKon3
602;358;92;86;89;59;84;
605;358;85;94;69;77;98;
122;359;82;71;72;53;89;
127;359;71;81;76;85;95;Код Леопольд
136;359;15;90;65;66;88;
137;359;80;81;6;25;83;
138;359;92;87;89;94;80;
139;359;77;85;92;49;94;PTNPNH
140;359;6;93;76;39;79;
159;359;92;89;72;50;85;
161;359;84;67;80;85;95;
164;359;96;84;71;7;70;
168;359;86;48;96;3;70;
170;359;67;74;44;4;77;
171;359;87;91;28;12;82;
172;359;70;30;70;85;88;
174;359;90;84;83;16;97;
181;359;79;75;74;53;74;
182;359;83;50;75;29;75;
184;359;78;84;13;78;89;
185;359;74;87;80;65;83;
186;359;87;88;71;53;81;
344;359;92;75;79;77;81;Осколок
349;359;89;85;91;69;80;Осколок
357;359;78;83;70;84;90;
362;359;56;77;82;55;92;Jan Paul
364;359;83;74;73;89;82;
395;359;78;69;67;47;80;
403;359;75;83;72;94;81;
408;359;77;89;5;66;94;
599;359;97;79;75;97;96;
601;359;10;72;76;83;71;
122;360;81;76;79;23;99;Джерри Адамс
124;360;0;0;0;0;70;Мартин Макгиннес
125;360;70;22;99;54;93;Бобби Сендс
128;360;76;64;62;60;84;Код Леопольд
129;360;36;68;62;19;76;
135;360;16;83;78;10;95;
136;360;73;66;73;27;85;
137;360;85;75;77;67;95;PTNPNH
139;360;4;86;91;31;70;
161;360;49;81;83;57;75;
162;360;73;95;27;78;83;
167;360;90;3;52;13;83;
170;360;67;84;1;26;76;
171;360;61;52;83;21;80;
172;360;88;72;68;47;75;
174;360;69;90;70;11;81;
179;360;93;57;52;98;86;
181;360;83;46;74;57;82;
183;360;76;78;76;40;83;
347;360;72;69;72;83;76;Осколок
348;360;82;84;79;11;90;Griffin
353;360;88;72;69;51;87;RLS
354;360;69;94;1;74;88;RLS
362;360;87;71;81;95;87;
363;360;82;90;13;31;81;Pelm4
366;360;79;1;73;71;82;
385;360;74;72;72;36;98;Zombie 601081
389;360;84;60;59;57;81;
393;360;75;70;65;78;93;Pelm5
396;360;67;69;72;82;96;Pelm5
401;360;7;77;89;62;87;
406;360;45;95;70;55;97;
596;360;60;50;32;22;86;
600;360;9;98;71;20;82;
601;360;10;68;79;7;82;KomKon3
120;361;0;0;0;0;90;Бобби Сендс
121;361;79;57;89;53;81;
125;361;97;69;70;86;80;
126;361;13;92;97;59;75;
129;361;76;82;8;34;71;
130;361;19;85;73;24;71;
131;361;80;76;77;40;74;
132;361;79;80;99;36;74;Cenor
134;361;47;75;96;19;79;
135;361;76;84;83;65;78;
136;361;80;82;3;65;70;
137;361;80;75;83;22;87;
138;361;63;80;80;10;86;
149;361;70;88;79;38;82;
152;361;92;19;86;5;93;
159;361;92;73;4;40;83;
163;361;41;67;86;71;75;
171;361;88;2;56;27;73;
172;361;78;80;69;33;83;
173;361;88;77;46;77;96;Ast
174;361;80;81;76;76;74;
175;361;80;13;67;61;91;
180;361;82;80;98;56;81;
181;361;85;18;75;66;89;
182;361;88;96;77;74;85;
186;361;82;82;81;37;86;
344;361;89;95;6;62;86;mr.vas_co
345;361;61;74;96;82;95;Осколок
350;361;83;78;99;20;88;Griffin
353;361;92;83;96;59;83;RLS
356;361;53;21;40;54;91;Рикардо
357;361;83;4;96;8;6;Griffin
360;361;83;75;66;70;94;Ольгерд
362;361;76;7;87;71;88;
363;361;74;2;74;59;96;Ольгерд
364;361;78;75;74;18;74;Pelm4
374;361;86;77;3;36;86;
376;361;91;76;78;1;86;Pelm8
385;361;1;8;95;47;88;
394;361;37;75;98;25;87;
395;361;69;52;88;97;99;
591;361;69;84;84;36;86;
601;361;13;85;76;18;80;
124;362;12;33;67;76;99;Фрэнсис Хьюз
125;362;75;78;69;72;79;Фрэнсис Хьюз
129;362;71;81;22;57;75;
130;362;78;66;6;71;99;PTNPNH
131;362;89;98;98;92;78;
132;362;6;65;69;57;83;
133;362;72;97;6;99;80;PTNPNH
135;362;4;88;91;59;72;
136;362;52;26;85;8;72;
149;362;72;77;5;48;77;
173;362;68;74;13;71;76;
175;362;87;10;67;65;75;
176;362;84;98;77;54;74;
177;362;71;71;86;67;90;
180;362;71;85;73;17;85;
181;362;74;88;3;79;79;
183;362;84;56;92;10;83;
345;362;74;71;66;72;93;Осколок
348;362;86;68;79;21;92;Griffin
350;362;76;82;63;75;81;Осколок
355;362;91;89;99;67;83;RLS
361;362;83;95;83;34;81;Pelm4
362;362;84;78;79;97;85;
364;362;76;77;40;91;82;
374;362;77;72;79;65;83;dimonazko
377;362;67;82;86;32;88;Pelm8
378;362;77;65;81;90;74;dimonazko
384;362;84;82;98;10;82;
389;362;70;79;86;76;96;Pelm5
390;362;78;81;80;93;80;
392;362;75;89;89;47;97;
396;362;69;91;81;47;82;
400;362;80;71;75;16;99;
405;362;73;85;56;81;90;
585;362;86;71;80;50;90;
587;362;76;2;78;59;89;
588;362;81;89;78;40;87;
590;362;80;90;38;98;79;
599;362;68;27;72;41;94;
601;362;82;97;98;92;87;
120;363;0;0;0;0;90;Мартин Макгиннес
129;363;77;77;81;48;93;Zombie 600915
131;363;79;69;73;46;74;Zombie 600915
132;363;85;87;77;72;77;
133;363;75;80;98;35;74;
134;363;76;76;68;15;72;Bomrek
135;363;7;81;69;41;74;
139;363;89;76;73;48;93;PTNPNH
143;363;69;97;73;90;87;
144;363;93;88;29;17;74;
147;363;71;70;18;95;81;
158;363;75;86;15;51;82;
160;363;85;66;70;50;98;
161;363;97;72;20;97;70;
178;363;94;87;90;62;75;
180;363;79;76;71;13;86;
181;363;99;96;80;43;71;
182;363;84;28;66;70;95;Ast
185;363;87;88;5;16;81;
186;363;80;75;96;32;88;
344;363;71;71;88;34;90;
354;363;70;67;75;63;81;RLS
355;363;82;89;83;97;88;
358;363;72;73;61;89;87;
360;363;72;63;78;37;81;Ольгерд
362;363;77;72;80;62;99;Pelm3
364;363;96;65;74;97;93;
377;363;85;89;74;54;82;
379;363;78;86;91;5;89;Pelm8
388;363;74;77;82;10;91;Pelm8
391;363;16;85;71;47;92;
396;363;3;7;85;93;85;
397;363;75;89;81;62;86;
398;363;12;71;78;36;90;
399;363;62;88;73;72;94;Pelm5
587;363;78;98;87;39;80;
588;363;69;78;74;9;73;KomKon7
592;363;74;75;98;81;95;
595;363;8;18;74;23;96;
115;364;0;0;0;0;80;Джерри Адамс
125;364;78;9;74;73;71;
132;364;75;89;95;77;79;
133;364;10;63;87;78;82;
134;364;60;76;73;49;76;PTNPNH
135;364;84;59;68;27;83;
136;364;55;74;16;81;72;
141;364;81;86;9;20;78;
142;364;92;72;81;78;98;PTNPNH
145;364;74;91;74;20;95;
155;364;83;73;12;34;85;
156;364;83;73;96;24;91;
157;364;75;81;95;80;90;
160;364;61;2;79;12;79;
176;364;75;92;8;82;73;
177;364;96;29;75;9;83;
178;364;67;65;8;69;72;
179;364;78;72;91;61;71;
180;364;76;79;38;26;97;
181;364;76;74;71;11;72;
183;364;67;74;65;41;73;
184;364;92;81;78;17;76;
320;364;88;82;77;47;83;Рикардо
378;364;86;74;77;75;82;dimonazko
379;364;76;87;79;61;91;dimonazko
391;364;99;66;84;65;92;Pelm2
393;364;78;2;81;40;96;
394;364;6;75;85;6;84;
399;364;44;85;70;52;86;
400;364;87;72;81;53;91;
401;364;71;75;79;13;97;
586;364;71;2;72;22;80;
587;364;83;98;91;14;86;KomKon7
588;364;92;8;46;63;75;
591;364;71;46;99;55;80;
113;365;0;0;0;0;90;Код Леопольд
129;365;89;72;86;84;81;
132;365;74;79;7;88;82;PTNPNH
134;365;51;96;74;95;87;PTNPNH
136;365;76;81;76;66;75;
138;365;19;85;61;14;95;
140;365;65;70;40;46;83;
145;365;9;72;5;7;85;
146;365;92;70;71;84;85;
149;365;70;76;85;45;71;
152;365;95;81;73;17;87;
158;365;79;26;73;20;80;
171;365;89;74;80;97;97;
172;365;75;69;98;84;82;Ast
178;365;82;10;76;93;89;
180;365;98;83;76;57;85;
181;365;87;82;2;57;77;
182;365;75;90;2;22;83;
185;365;85;31;2;59;77;
186;365;89;93;86;85;82;
327;365;70;62;78;46;85;RLS
343;365;69;76;8;92;86;Осколок
344;365;77;81;74;60;81;Рикардо
345;365;66;74;68;92;87;Рикардо
351;365;68;85;94;92;80;Рикардо
353;365;79;87;87;7;87;Pelm3
355;365;48;1;29;38;82;
360;365;73;41;73;54;93;Ольгерд
361;365;71;8;41;30;85;Pelm9
365;365;80;76;93;7;84;Pelm4
373;365;74;71;77;36;94;Jan Paul
374;365;95;83;88;41;94;Jan Paul
375;365;75;95;78;49;83;
378;365;68;71;18;76;81;dimonazko
387;365;74;97;77;55;96;
393;365;56;72;81;24;88;
394;365;81;57;83;86;84;Pelm5
398;365;15;14;65;95;82;
400;365;15;47;69;94;88;
402;365;87;89;96;62;80;
407;365;33;91;74;29;90;Darvent
586;365;86;71;73;12;85;
587;365;80;75;72;57;79;
594;365;78;67;84;41;74;
595;365;73;98;70;78;11;
598;365;26;4;82;27;95;
117;366;0;0;0;0;80;Джерри Адамс
128;366;81;99;79;10;94;Мартин Макгиннес
129;366;84;82;74;83;76;
130;366;45;82;80;45;89;
133;366;83;85;73;52;78;
134;366;84;89;73;18;80;
136;366;94;81;89;45;85;
137;366;25;64;93;87;75;
138;366;77;76;84;17;95;Bomrek
140;366;99;74;80;23;76;Bomrek
146;366;76;55;94;20;79;
147;366;80;90;68;34;84;
148;366;40;77;1;48;82;
149;366;51;65;67;7;86;
161;366;69;77;78;23;83;
174;366;82;90;90;38;82;
343;366;0;0;0;0;70;Сиротка
344;366;77;5;90;4;80;Nikolay_III
349;366;77;4;87;46;80;RLS
351;366;79;77;65;72;78;Рикардо
358;366;84;88;70;38;86;mrvasco
361;366;81;74;73;69;87;Pelm3
362;366;88;92;5;54;80;
374;366;74;78;77;86;83;
377;366;74;71;60;74;81;Pelm5
379;366;90;92;70;54;84;
387;366;49;92;74;48;90;
392;366;82;74;81;65;94;Pelm2
393;366;82;85;76;68;83;
398;366;21;93;80;54;93;
588;366;94;75;82;52;83;
592;366;3;91;94;12;96;KomKon7
114;367;0;0;0;0;90;Код Леопольд
116;367;0;0;0;0;90;Фрэнсис Хьюз
125;367;0;0;0;0;20;Бобби Сендс
127;367;81;87;74;78;88;
128;367;81;81;69;54;78;Бобби Сендс
130;367;78;82;80;68;74;
132;367;98;66;75;54;81;Фрэнсис Хьюз
134;367;48;67;3;83;91;PTNPNH
136;367;74;72;75;39;81;
138;367;53;80;74;61;89;
139;367;28;72;69;68;70;
140;367;71;87;7;12;97;Мартин Макгиннес
142;367;88;78;74;4;95;Bomrek
144;367;78;70;49;38;95;
146;367;67;84;68;39;74;
147;367;3;94;85;39;72;
169;367;71;23;69;45;91;
315;367;60;25;73;93;97;Рикардо
319;367;99;75;72;89;85;Рикардо
341;367;82;86;87;66;87;Рикардо
343;367;0;0;0;0;70;Сиротка
346;367;77;81;7;30;90;Старк
351;367;66;74;71;90;75;Rommel
360;367;83;15;68;51;88;Ольгерд
366;367;75;11;77;41;83;Pelm4
389;367;38;87;72;31;82;Zombie 556898
400;367;15;89;78;63;84;
591;367;72;27;84;79;85;
118;368;0;0;0;0;70;Джерри Адамс
126;368;26;92;1;15;88;Мартин Макгиннес
127;368;75;72;85;62;95;Фрэнсис Хьюз
128;368;1;98;85;46;84;
129;368;79;74;74;55;83;
133;368;98;71;73;91;78;
135;368;84;87;5;40;80;PTNPNH
138;368;83;90;77;81;83;PTNPNH
139;368;91;89;16;75;77;
140;368;69;86;69;18;75;
143;368;16;76;84;50;98;
146;368;71;58;92;29;88;
148;368;82;79;80;8;78;
154;368;72;73;7;81;86;
159;368;96;71;70;97;80;
176;368;75;16;76;15;91;
322;368;92;93;76;65;80;Рикардо
323;368;67;84;79;6;99;Griffin
326;368;67;68;35;65;81;Рикардо
349;368;87;77;42;23;86;
350;368;80;75;95;19;80;
351;368;77;75;71;66;95;Rommel
359;368;70;80;5;16;92;Pelm9
361;368;85;75;43;67;83;Ольгерд
366;368;72;78;87;61;85;Ольгерд
375;368;75;76;51;6;80;
398;368;68;80;97;10;85;
586;368;0;0;0;0;0;
590;368;83;56;87;29;74;
621;368;48;72;63;28;91;
127;369;60;92;77;98;89;
128;369;22;72;91;28;79;
129;369;81;73;73;59;80;
130;369;7;76;9;71;84;
131;369;5;69;11;19;88;
133;369;70;75;71;35;71;Эверобой
134;369;75;96;84;72;77;
137;369;82;80;76;47;88;Оуэн О Даффи
140;369;79;91;78;35;85;
143;369;58;70;9;81;98;
144;369;71;75;94;70;91;Cenor
147;369;16;74;7;44;90;
148;369;64;76;72;76;78;
150;369;75;58;40;51;84;
154;369;80;97;73;15;82;
161;369;88;90;33;92;82;
342;369;81;76;77;58;86;Старк
343;369;94;83;95;59;85;Старк
344;369;84;76;81;9;87;Nikolay_III
345;369;55;70;95;32;80;Старк
350;369;66;16;95;64;93;Rommel
351;369;0;0;0;0;80;mrvasco
353;369;74;78;87;80;80;Rommel
376;369;71;11;75;32;81;Pelm8
379;369;71;27;66;62;87;
385;369;74;23;61;89;92;Pelm5
389;369;88;73;72;83;96;Pelm5
397;369;88;65;76;37;81;
399;369;5;4;75;62;83;
400;369;11;78;90;3;84;
401;369;80;79;73;11;97;
120;370;0;0;0;0;80;Мартин Макгиннес
127;370;71;69;71;94;71;
129;370;58;96;72;84;76;
130;370;13;84;92;59;71;
131;370;85;87;69;3;79;
136;370;76;73;71;70;83;
137;370;81;75;90;40;81;
140;370;4;90;66;63;86;
141;370;79;73;94;90;76;
143;370;75;85;73;16;71;
144;370;73;76;78;49;75;
146;370;7;72;87;62;70;
319;370;81;80;75;95;85;Рикардо
338;370;99;75;75;79;82;Рикардо
346;370;73;75;71;54;72;RLS
348;370;71;71;76;73;70;Старк
351;370;95;80;2;80;87;
372;370;81;74;85;48;90;Gluks
374;370;72;84;71;31;85;Pelm8
375;370;81;12;82;92;5;
376;370;63;70;97;3;9;
377;370;66;15;91;61;86;
402;370;0;0;0;0;80;Работяги
584;370;84;96;91;38;93;meerkat EC
653;370;87;29;89;90;95;
125;371;86;92;73;56;86;Бобби Сендс
132;371;20;82;8;57;74;
133;371;84;82;77;80;77;
134;371;84;80;78;13;73;
137;371;68;81;72;54;90;PTNPNH
138;371;74;81;79;30;78;
146;371;70;72;7;8;83;
147;371;83;79;79;82;74;
152;371;89;83;71;24;80;
334;371;90;55;77;51;80;Рикардо
340;371;96;73;76;77;91;RLS
349;371;78;71;89;62;84;Старк
350;371;72;71;94;84;95;Rommel
354;371;66;95;78;60;87;RLS
355;371;92;1;79;69;93;Rommel
374;371;83;74;41;72;79;dimonazko
375;371;97;72;5;21;82;Pelm8
376;371;87;70;73;30;92;Pelm8
393;371;66;77;73;54;80;
614;371;73;77;79;37;95;
625;371;17;84;98;92;92;
115;372;0;0;0;0;90;Бобби Сендс
126;372;82;81;91;60;84;Фрэнсис Хьюз
