x;y;o;e;m;t;s;
374;366;74;78;77;86;83;
377;366;74;71;60;74;81;
379;366;90;92;70;54;84;
387;366;49;92;74;48;90;
392;366;82;74;81;65;94;
393;366;82;85;76;68;83;
398;366;21;93;80;54;93;
414;366;84;81;22;58;98;
415;366;13;83;89;22;6;
418;366;73;91;85;91;7;
426;366;76;76;65;89;70;
613;366;77;68;69;19;77;
754;366;73;76;74;1;70;
771;366;79;73;75;58;76;
895;366;71;79;75;59;76;
66;367;73;74;79;23;75;
125;367;0;0;0;0;20;
144;367;78;70;49;38;95;
169;367;71;23;69;45;91;
181;367;79;26;81;66;91;
185;367;96;19;83;67;84;
186;367;85;70;7;44;84;
193;367;68;77;73;55;87;
200;367;79;78;96;59;76;
201;367;10;69;89;20;74;
202;367;83;82;78;60;62;
203;367;78;84;70;19;74;
204;367;38;71;89;14;5;
205;367;47;85;93;45;90;
206;367;68;84;76;94;73;
207;367;69;96;69;84;81;
208;367;89;89;28;78;90;
209;367;0;0;0;0;60;
212;367;78;98;71;73;17;
213;367;70;88;52;38;88;
214;367;2;90;15;27;79;
215;367;8;73;78;37;87;
216;367;78;76;5;43;79;
217;367;85;82;80;72;83;
218;367;84;94;83;25;3;
219;367;76;84;75;13;82;
220;367;75;9;80;31;85;
223;367;30;83;72;30;83;
224;367;80;81;77;24;91;
225;367;72;84;70;93;82;
226;367;0;0;0;0;80;
227;367;96;13;72;12;27;
228;367;86;70;69;64;3;
229;367;82;80;71;47;67;
231;367;80;6;92;5;76;
232;367;89;79;99;48;77;
233;367;96;97;75;25;73;
234;367;96;55;75;83;81;
235;367;77;79;82;54;73;
236;367;88;68;88;21;73;
237;367;81;63;46;7;78;
238;367;92;75;82;75;74;
239;367;77;5;77;85;76;
240;367;88;84;26;51;71;
241;367;59;50;85;3;73;
242;367;75;80;16;9;70;
243;367;71;84;70;48;74;
245;367;85;80;63;71;71;
246;367;73;10;69;27;63;
247;367;69;71;74;12;90;
248;367;70;88;82;95;65;
250;367;80;82;66;57;87;
251;367;3;81;80;55;72;
253;367;8;27;7;26;21;
254;367;11;70;70;72;76;
255;367;73;86;8;36;83;
256;367;73;80;70;38;8;
257;367;67;82;97;9;6;
258;367;78;83;66;58;76;
259;367;25;72;68;68;82;
260;367;0;0;0;0;80;
261;367;0;0;0;0;80;
262;367;0;0;0;0;90;
263;367;0;0;0;0;50;
264;367;0;0;0;0;70;
265;367;0;0;0;0;70;
266;367;66;81;75;30;15;
267;367;0;0;0;0;80;
268;367;0;0;0;0;80;
269;367;50;71;72;31;68;
270;367;69;74;10;38;86;
271;367;91;89;90;80;77;
272;367;0;0;0;0;10;
273;367;0;0;0;0;60;
274;367;0;0;0;0;40;
275;367;77;97;17;62;97;
276;367;73;95;77;33;97;
277;367;0;0;0;0;70;
278;367;0;0;0;0;30;
279;367;0;0;0;0;70;
280;367;93;2;95;23;82;
281;367;0;0;0;0;70;
282;367;0;0;0;0;10;
283;367;0;0;0;0;70;
284;367;0;0;0;0;10;
285;367;90;93;79;61;76;
286;367;91;73;42;55;80;
287;367;87;84;72;49;77;
288;367;84;78;10;61;79;
289;367;70;80;81;32;83;
290;367;0;0;0;0;70;
291;367;61;84;70;35;3;
292;367;87;92;79;30;4;
293;367;95;89;91;65;10;
294;367;85;77;73;80;75;
295;367;70;8;96;37;82;
296;367;0;0;0;0;90;
297;367;67;71;88;96;4;
298;367;76;82;25;83;9;
299;367;81;85;79;17;90;
300;367;89;77;87;76;92;
305;367;84;65;69;92;97;
307;367;0;0;0;0;80;
309;367;88;78;78;49;83;
313;367;8;82;73;62;83;
314;367;70;81;84;58;94;
315;367;60;25;73;93;97;
319;367;99;75;72;89;85;
321;367;93;9;70;28;94;
322;367;78;79;65;88;78;
327;367;81;91;75;11;87;
341;367;82;86;87;66;87;
343;367;0;0;0;0;70;
345;367;0;0;0;0;90;
346;367;77;81;7;30;90;
349;367;70;67;22;9;71;
351;367;66;74;71;90;75;
360;367;83;15;68;51;88;
363;367;99;64;90;69;70;
364;367;78;80;90;77;72;
366;367;75;11;77;41;83;
367;367;0;0;0;0;70;
374;367;83;2;48;22;72;
379;367;84;90;69;85;72;
380;367;0;0;0;0;10;
389;367;38;87;72;31;82;
400;367;15;89;78;63;84;
406;367;0;0;0;0;70;
412;367;0;0;0;0;0;
539;367;76;74;79;36;79;
566;367;76;76;76;24;76;
743;367;72;75;67;75;73;
804;367;71;70;75;25;78;
956;367;76;73;68;49;77;
76;368;0;0;0;0;70;
118;368;0;0;0;0;70;
143;368;16;76;84;50;98;
146;368;0;0;0;0;70;
176;368;75;16;76;15;91;
184;368;91;59;80;16;96;
186;368;75;78;88;73;87;
189;368;76;36;85;13;80;
198;368;75;74;2;72;91;
200;368;77;7;89;76;19;
201;368;1;76;37;66;90;
202;368;85;84;73;67;71;
203;368;5;74;88;8;1;
204;368;79;92;71;10;80;
205;368;72;74;13;75;80;
206;368;75;74;85;46;27;
207;368;58;76;94;78;86;
212;368;70;74;71;39;78;
213;368;74;87;68;69;79;
214;368;79;85;68;24;28;
215;368;89;78;69;34;10;
216;368;73;76;95;26;88;
219;368;12;82;32;72;73;
223;368;78;81;25;20;85;
224;368;86;83;6;34;65;
225;368;78;81;64;83;8;
226;368;72;72;7;42;89;
230;368;78;86;25;45;72;
231;368;85;72;86;25;85;
232;368;71;81;80;70;71;
234;368;64;65;70;80;79;
235;368;75;16;77;24;84;
236;368;77;95;19;28;66;
237;368;72;82;73;60;72;
238;368;88;90;2;34;92;
239;368;80;72;99;90;68;
240;368;87;84;9;20;11;
241;368;72;1;63;62;4;
242;368;80;37;98;80;7;
243;368;92;50;18;25;81;
245;368;64;82;78;80;83;
246;368;81;76;90;43;84;
247;368;94;86;77;49;79;
248;368;79;76;82;41;94;
250;368;75;93;85;29;76;
251;368;84;79;60;81;79;
252;368;99;81;81;69;76;
254;368;85;83;70;48;68;
255;368;12;75;70;58;7;
256;368;71;73;79;9;69;
257;368;80;85;73;4;91;
258;368;72;41;10;6;72;
259;368;0;0;0;0;80;
260;368;0;0;0;0;70;
261;368;0;0;0;0;90;
262;368;0;0;0;0;80;
263;368;0;0;0;0;40;
264;368;0;0;0;0;40;
265;368;43;86;81;35;81;
266;368;71;89;69;67;94;
267;368;26;98;79;16;89;
268;368;72;97;86;63;70;
269;368;0;0;0;0;90;
270;368;0;0;0;0;70;
271;368;82;74;84;95;1;
272;368;0;0;0;0;70;
273;368;0;0;0;0;70;
274;368;0;0;0;0;80;
275;368;0;0;0;0;10;
276;368;87;2;73;31;71;
277;368;78;84;80;21;73;
278;368;76;69;74;49;88;
279;368;97;72;1;58;64;
280;368;0;0;0;0;70;
281;368;0;0;0;0;20;
282;368;0;0;0;0;70;
283;368;0;0;0;0;70;
284;368;71;77;73;90;73;
285;368;82;81;91;32;74;
286;368;72;71;72;57;77;
287;368;78;78;78;78;63;
288;368;83;92;81;58;77;
289;368;81;2;93;89;77;
290;368;85;88;7;23;77;
291;368;80;32;75;67;86;
292;368;84;3;69;17;69;
293;368;78;56;82;88;90;
294;368;78;73;84;84;15;
295;368;75;95;67;3;72;
296;368;82;48;71;39;83;
297;368;75;76;97;7;92;
298;368;74;26;69;62;17;
299;368;94;87;1;40;69;
300;368;0;0;0;0;70;
307;368;75;74;77;7;83;
311;368;0;0;0;0;70;
316;368;16;84;85;48;92;
322;368;92;93;76;65;80;
323;368;67;84;79;6;99;
326;368;67;68;35;65;81;
349;368;87;77;42;23;86;
350;368;80;75;95;19;80;
351;368;77;75;71;66;95;
359;368;70;80;5;16;92;
361;368;85;75;43;67;83;
364;368;95;87;79;17;72;
366;368;72;78;87;61;85;
375;368;75;76;51;6;80;
378;368;19;84;76;4;18;
398;368;68;80;97;10;85;
401;368;40;66;77;16;10;
407;368;80;79;84;74;93;
414;368;76;78;99;41;96;
427;368;81;54;50;56;99;
481;368;73;72;79;73;74;
732;368;75;79;66;89;79;
791;368;78;71;77;35;78;
910;368;74;73;76;39;70;
966;368;73;70;70;22;77;
985;368;72;73;77;77;74;
143;369;58;70;9;81;98;
144;369;71;75;94;70;91;
147;369;0;0;0;0;70;
183;369;73;46;69;71;95;
185;369;80;79;87;43;81;
186;369;67;63;77;14;90;
192;369;92;48;99;83;80;
196;369;89;30;75;45;95;
201;369;76;78;79;70;76;
202;369;0;0;0;0;70;
203;369;75;84;23;27;94;
204;369;0;0;0;0;0;
206;369;79;74;78;40;84;
207;369;68;83;73;56;78;
208;369;94;61;84;69;78;
212;369;73;86;27;74;81;
213;369;74;83;74;41;3;
214;369;84;79;91;82;82;
215;369;77;88;88;66;80;
216;369;72;76;75;55;77;
217;369;82;85;98;20;81;
219;369;73;77;61;38;71;
220;369;81;73;98;84;70;
221;369;75;83;80;83;7;
222;369;0;0;0;0;80;
223;369;78;99;83;24;15;
224;369;83;88;9;98;84;
225;369;81;75;81;72;78;
226;369;90;76;46;51;82;
227;369;92;37;73;37;80;
228;369;72;4;70;30;84;
229;369;85;78;73;82;76;
230;369;63;91;68;80;81;
231;369;93;70;71;22;74;
232;369;79;23;72;37;7;
234;369;93;86;91;69;37;
235;369;73;81;98;76;80;
236;369;81;89;76;37;84;
237;369;95;78;65;68;76;
238;369;78;76;17;82;72;
239;369;87;55;7;42;73;
240;369;69;70;7;97;97;
241;369;81;67;37;14;83;
242;369;77;83;72;6;79;
243;369;84;84;79;81;14;
244;369;70;83;23;38;79;
245;369;57;42;69;89;95;
246;369;71;53;69;23;77;
247;369;66;60;76;71;87;
248;369;31;78;87;36;20;
249;369;91;77;73;71;67;
250;369;76;13;76;67;85;
251;369;10;80;74;54;85;
252;369;27;93;97;69;73;
253;369;80;95;13;47;65;
254;369;88;79;2;69;89;
255;369;11;81;76;71;65;
256;369;67;87;77;18;93;
257;369;75;92;70;37;82;
258;369;4;87;77;94;88;
259;369;0;0;0;0;0;
260;369;0;0;0;0;60;
261;369;0;0;0;0;10;
262;369;0;0;0;0;70;
263;369;0;0;0;0;0;
264;369;0;0;0;0;70;
265;369;85;72;76;72;76;
266;369;6;47;89;48;1;
267;369;88;74;79;87;88;
268;369;74;72;73;78;76;
269;369;0;0;0;0;70;
270;369;71;70;28;43;78;
271;369;90;84;6;85;16;
272;369;0;0;0;0;0;
273;369;76;71;75;70;94;
274;369;0;0;0;0;90;
275;369;0;0;0;0;80;
276;369;81;68;66;90;5;
277;369;0;0;0;0;80;
278;369;72;67;88;14;79;
279;369;83;86;73;31;72;
280;369;0;0;0;0;60;
281;369;0;0;0;0;80;
282;369;0;0;0;0;10;
283;369;73;7;91;56;81;
284;369;94;1;80;48;75;
285;369;74;20;8;17;91;
286;369;83;80;85;84;76;
287;369;0;0;0;0;70;
288;369;0;0;0;0;70;
289;369;0;0;0;0;0;
290;369;0;0;0;0;10;
291;369;94;81;78;82;77;
292;369;0;0;0;0;50;
293;369;73;90;70;68;11;
294;369;89;8;11;81;93;
295;369;70;77;87;14;84;
296;369;75;73;79;47;86;
297;369;99;80;5;27;96;
298;369;82;2;73;68;70;
299;369;73;82;83;35;86;
300;369;0;0;0;0;20;
308;369;0;0;0;0;60;
317;369;89;83;92;28;87;
325;369;15;76;81;42;1;
342;369;81;76;77;58;86;
343;369;94;83;95;59;85;
344;369;84;76;81;9;87;
345;369;55;70;95;32;80;
350;369;66;16;95;64;93;
351;369;0;0;0;0;80;
353;369;74;78;87;80;80;
376;369;71;11;75;32;81;
379;369;71;27;66;62;87;
385;369;74;23;61;89;92;
389;369;88;73;72;83;96;
397;369;88;65;76;37;81;
398;369;72;85;91;10;72;
399;369;5;4;75;62;83;
400;369;11;78;90;3;84;
401;369;80;79;73;11;97;
406;369;0;0;0;0;0;
408;369;0;0;0;0;70;
410;369;0;0;0;0;10;
428;369;0;0;0;0;0;
856;369;75;71;76;69;75;
917;369;78;78;72;27;78;
62;370;70;76;71;32;77;
127;370;71;69;71;94;71;
143;370;75;85;73;16;71;
144;370;73;76;78;49;75;
184;370;72;74;20;87;84;
188;370;69;66;70;31;79;
190;370;81;70;61;40;89;
197;370;78;76;64;77;76;
198;370;72;64;77;41;75;
200;370;71;3;74;68;77;
201;370;89;71;34;74;73;
203;370;76;72;81;74;80;
204;370;97;70;22;46;88;
207;370;80;74;5;42;78;
208;370;20;89;92;88;66;
209;370;68;60;69;44;75;
212;370;0;0;0;0;0;
213;370;76;32;59;69;14;
214;370;72;70;89;37;11;
218;370;72;76;75;97;79;
219;370;82;88;78;37;30;
220;370;92;64;76;44;75;
221;370;91;97;81;96;11;
222;370;25;77;83;22;82;
223;370;73;77;77;46;76;
224;370;46;89;80;48;14;
225;370;21;76;45;76;66;
226;370;83;19;83;13;86;
227;370;70;66;71;5;84;
228;370;80;68;83;88;88;
229;370;98;91;41;74;4;
230;370;85;33;69;67;91;
231;370;84;7;99;70;68;
232;370;80;85;74;12;1;
233;370;74;72;81;40;95;
234;370;86;83;76;63;1;
235;370;74;72;46;34;74;
236;370;87;81;66;64;72;
237;370;78;23;52;33;73;
238;370;61;30;84;13;71;
239;370;84;20;85;78;75;
240;370;80;93;66;43;80;
241;370;86;84;3;56;88;
245;370;98;11;89;26;73;
247;370;71;82;99;85;98;
248;370;87;58;93;81;14;
249;370;78;62;76;75;13;
250;370;69;86;77;57;71;
252;370;74;77;84;54;75;
253;370;75;81;74;47;83;
254;370;2;75;23;79;69;
255;370;91;79;79;85;78;
256;370;13;67;72;98;93;
257;370;67;77;81;94;84;
258;370;77;94;90;12;78;
259;370;1;78;75;14;74;
260;370;97;71;61;64;87;
261;370;5;93;69;54;86;
262;370;0;0;0;0;80;
263;370;72;79;72;56;73;
264;370;0;0;0;0;70;
265;370;73;85;69;65;75;
266;370;81;74;86;43;10;
267;370;79;73;68;63;78;
268;370;80;84;81;26;76;
269;370;0;0;0;0;0;
270;370;92;98;68;58;25;
271;370;16;70;65;28;10;
272;370;0;0;0;0;70;
273;370;0;0;0;0;70;
274;370;99;58;80;93;91;
275;370;0;0;0;0;0;
276;370;0;0;0;0;80;
277;370;0;0;0;0;70;
278;370;99;68;91;18;85;
279;370;0;0;0;0;70;
280;370;0;0;0;0;70;
281;370;0;0;0;0;60;
282;370;82;72;67;92;71;
283;370;77;42;67;92;97;
284;370;90;87;69;26;3;
285;370;76;88;74;72;82;
286;370;88;79;93;9;77;
287;370;0;0;0;0;70;
288;370;0;0;0;0;50;
289;370;0;0;0;0;60;
290;370;0;0;0;0;90;
291;370;0;0;0;0;70;
292;370;0;0;0;0;30;
293;370;0;0;0;0;10;
294;370;92;71;84;9;74;
295;370;77;42;73;93;77;
297;370;0;0;0;0;80;
298;370;79;85;74;57;19;
299;370;84;96;70;39;79;
300;370;83;85;79;97;82;
314;370;82;84;85;12;85;
316;370;73;90;86;29;82;
319;370;81;80;75;95;85;
322;370;0;0;0;0;0;
323;370;82;79;89;51;11;
325;370;97;70;86;58;17;
335;370;0;0;0;0;10;
338;370;99;75;75;79;82;
340;370;79;77;96;77;70;
346;370;73;75;71;54;72;
348;370;71;71;76;73;70;
350;370;76;72;69;41;79;
351;370;95;80;2;80;87;
372;370;81;74;85;48;90;
374;370;72;84;71;31;85;
375;370;81;12;82;92;5;
376;370;63;70;97;3;9;
377;370;66;15;91;61;86;
378;370;30;74;85;98;66;
398;370;71;2;74;49;5;
678;370;74;69;77;88;78;
707;370;72;72;79;17;71;
770;370;79;74;79;24;75;
817;370;68;74;73;2;70;
841;370;74;74;78;77;79;
101;371;0;0;0;0;90;
110;371;0;0;0;0;10;
155;371;74;78;78;78;76;
182;371;74;29;81;30;80;
186;371;87;5;84;26;80;
187;371;70;83;88;82;89;
189;371;77;9;82;90;92;
191;371;87;5;72;19;99;
193;371;84;74;69;91;90;
197;371;86;92;5;47;97;
198;371;78;72;74;19;76;
201;371;15;90;74;44;99;
202;371;86;71;77;78;91;
203;371;87;94;99;14;86;
204;371;85;78;69;25;94;
205;371;9;97;73;4;3;
207;371;68;67;39;53;71;
208;371;79;79;85;22;86;
209;371;22;76;73;88;89;
210;371;77;91;2;26;76;
211;371;56;81;89;32;87;
215;371;0;0;0;0;70;
216;371;88;90;74;89;17;
217;371;87;99;81;66;18;
218;371;4;93;77;41;3;
219;371;82;80;71;73;75;
220;371;3;76;77;27;3;
222;371;17;81;72;55;24;
223;371;74;76;29;96;8;
224;371;77;81;8;42;74;
225;371;1;86;76;85;63;
226;371;96;80;91;18;77;
227;371;79;9;82;87;85;
228;371;76;69;91;96;76;
229;371;95;77;81;31;74;
230;371;74;80;65;90;78;
231;371;95;81;68;82;89;
233;371;93;87;35;29;82;
234;371;79;21;75;32;73;
235;371;74;71;68;59;80;
236;371;79;79;20;23;77;
237;371;84;9;93;69;78;
238;371;80;66;87;60;5;
239;371;87;79;10;86;12;
240;371;69;87;73;13;73;
242;371;86;72;11;75;77;
244;371;96;82;89;29;79;
246;371;72;13;70;47;75;
247;371;76;79;44;73;12;
248;371;80;57;39;40;76;
249;371;86;86;76;74;73;
250;371;93;91;70;60;69;
251;371;50;90;74;26;97;
252;371;65;71;82;40;74;
254;371;81;72;3;94;75;
255;371;2;94;95;87;2;
256;371;80;96;87;76;97;
257;371;2;93;81;52;85;
258;371;90;79;87;55;21;
259;371;0;0;0;0;60;
260;371;0;0;0;0;90;
261;371;72;86;75;45;75;
262;371;44;80;54;98;91;
263;371;69;73;74;84;77;
264;371;0;0;0;0;70;
265;371;83;82;76;52;74;
266;371;19;70;68;90;79;
267;371;0;0;0;0;10;
268;371;76;88;76;76;85;
269;371;85;75;4;43;16;
270;371;0;0;0;0;0;
271;371;88;86;91;28;79;
272;371;92;71;77;40;79;
273;371;74;75;81;38;73;
274;371;70;99;76;55;74;
275;371;0;0;0;0;80;
276;371;0;0;0;0;0;
277;371;0;0;0;0;80;
278;371;61;85;99;46;3;
279;371;0;0;0;0;70;
280;371;0;0;0;0;90;
281;371;85;72;93;60;85;
282;371;84;89;81;17;81;
283;371;99;92;72;23;97;
284;371;0;0;0;0;0;
285;371;0;0;0;0;80;
286;371;0;0;0;0;60;
287;371;0;0;0;0;80;
288;371;0;0;0;0;70;
289;371;92;81;15;33;76;
290;371;78;78;64;83;91;
291;371;62;70;79;78;99;
292;371;0;0;0;0;20;
293;371;71;65;62;19;18;
294;371;75;88;96;71;82;
295;371;75;18;14;29;83;
296;371;84;82;75;30;78;
297;371;74;96;6;19;69;
298;371;77;83;72;56;80;
299;371;70;77;54;21;15;
300;371;96;78;97;55;71;
301;371;77;22;71;53;80;
313;371;0;0;0;0;20;
316;371;90;4;77;23;93;
323;371;56;73;42;42;83;
334;371;90;55;77;51;80;
336;371;72;5;80;24;82;
339;371;82;81;80;50;35;
340;371;96;73;76;77;91;
343;371;0;0;0;0;70;
349;371;78;71;89;62;84;
350;371;72;71;94;84;95;
354;371;66;95;78;60;87;
355;371;92;1;79;69;93;
372;371;0;0;0;0;80;
373;371;95;38;63;97;72;
374;371;83;74;41;72;79;
375;371;97;72;5;21;82;
376;371;87;70;73;30;92;
378;371;52;85;84;42;73;
379;371;88;86;72;18;76;
393;371;66;77;73;54;80;
396;371;77;75;96;40;11;
400;371;80;6;85;81;5;
401;371;76;67;74;5;77;
408;371;0;0;0;0;70;
419;371;96;72;81;46;97;
481;371;73;72;76;53;75;
533;371;74;74;77;48;73;
783;371;71;74;78;4;72;
794;371;71;79;72;46;78;
965;371;71;72;73;13;76;
8;372;64;69;71;8;71;
86;372;75;69;77;15;78;
181;372;68;69;67;78;91;
183;372;73;19;51;72;99;
200;372;0;0;0;0;70;
201;372;3;85;5;60;85;
202;372;86;71;72;6;1;
203;372;70;76;13;16;99;
204;372;47;79;66;93;64;
206;372;5;72;75;83;13;
207;372;84;75;59;90;90;
208;372;69;96;96;49;99;
209;372;45;79;80;31;94;
210;372;92;75;90;19;79;
211;372;10;73;9;12;7;
213;372;80;17;71;78;68;
214;372;85;76;76;51;14;
215;372;75;90;33;59;88;
216;372;88;75;91;29;76;
217;372;63;72;69;50;76;
218;372;5;77;67;89;83;
219;372;89;82;72;35;19;
220;372;71;93;69;65;88;
222;372;38;95;84;80;1;
223;372;75;69;89;77;84;
224;372;57;75;1;74;93;
225;372;78;83;85;28;74;
226;372;87;13;2;12;73;
227;372;85;11;73;14;89;
229;372;79;76;77;43;28;
230;372;26;88;71;27;88;
231;372;69;97;78;73;13;
232;372;86;86;5;51;1;
233;372;86;77;85;34;26;
234;372;74;71;39;66;29;
235;372;72;81;83;9;97;
236;372;80;93;71;35;22;
238;372;94;72;51;33;97;
240;372;88;57;80;62;81;
241;372;77;80;87;87;83;
242;372;84;82;85;86;99;
243;372;88;71;69;73;74;
244;372;78;78;78;37;73;
246;372;72;72;46;18;77;
247;372;95;6;82;20;22;
248;372;71;76;69;58;81;
249;372;71;11;77;14;71;
250;372;87;79;60;91;90;
251;372;70;82;99;15;90;
252;372;11;86;81;90;69;
253;372;2;86;1;57;85;
254;372;73;74;16;33;91;
255;372;70;81;63;47;82;
256;372;0;0;0;0;70;
257;372;83;82;3;62;99;
258;372;81;81;85;89;73;
259;372;74;81;67;20;84;
260;372;90;78;97;17;13;
261;372;65;84;95;34;82;
262;372;89;79;5;73;69;
263;372;59;79;78;41;17;
264;372;12;76;66;67;79;
265;372;7;79;15;51;85;
266;372;68;88;72;24;78;
267;372;92;79;88;98;67;
268;372;73;82;83;1;87;
269;372;6;78;69;33;79;
270;372;81;86;91;83;84;
271;372;28;71;32;5;83;
272;372;8;86;4;55;79;
273;372;0;0;0;0;80;
274;372;0;0;0;0;70;
275;372;58;83;2;35;87;
276;372;89;82;15;44;72;
277;372;0;0;0;0;70;
278;372;0;0;0;0;70;
279;372;0;0;0;0;70;
280;372;74;6;71;23;68;
281;372;83;71;4;81;90;
282;372;73;70;90;79;76;
283;372;92;33;76;40;95;
284;372;0;0;0;0;70;
285;372;0;0;0;0;80;
286;372;0;0;0;0;80;
287;372;0;0;0;0;70;
288;372;0;0;0;0;20;
289;372;84;82;83;41;74;
290;372;76;74;82;56;15;
291;372;77;16;4;26;88;
292;372;72;70;94;15;16;
293;372;76;89;87;85;88;
294;372;84;79;80;61;75;
295;372;99;9;80;17;82;
296;372;86;90;11;53;29;
297;372;73;67;75;54;84;
298;372;75;85;68;45;19;
299;372;86;66;76;5;76;
300;372;91;1;25;19;2;
304;372;0;0;0;0;0;
315;372;65;17;78;53;84;
321;372;85;68;74;98;90;
322;372;27;49;92;2;83;
325;372;74;78;73;61;2;
333;372;96;79;78;70;93;
337;372;41;68;72;5;84;
339;372;90;82;68;23;80;
340;372;0;0;0;0;90;
342;372;79;63;43;79;80;
344;372;0;0;0;0;20;
350;372;72;74;79;62;85;
351;372;81;80;78;85;87;
355;372;0;0;0;0;60;
372;372;76;74;74;90;73;
373;372;81;78;9;36;1;
375;372;78;71;89;55;26;
376;372;67;36;84;57;27;
377;372;84;4;80;15;89;
378;372;76;50;77;79;77;
379;372;44;67;83;12;9;
387;372;0;0;0;0;80;
391;372;82;74;80;79;98;
400;372;93;97;79;54;88;
496;372;73;60;74;11;78;
524;372;79;69;73;13;71;
570;372;73;71;69;74;73;
668;372;77;74;78;5;73;
699;372;71;64;79;87;76;
713;372;76;65;76;9;73;
742;372;79;68;70;79;71;
783;372;72;76;76;85;74;
791;372;74;75;78;93;79;
865;372;74;68;72;14;77;
183;373;83;80;10;83;98;
184;373;60;82;85;54;90;
187;373;81;74;78;24;85;
192;373;84;12;69;98;83;
200;373;84;85;73;33;73;
201;373;88;71;81;93;89;
202;373;71;60;3;65;81;
203;373;88;83;97;95;78;
204;373;75;82;76;10;75;
205;373;95;83;1;32;85;
206;373;91;83;77;28;89;
207;373;74;43;79;35;79;
208;373;69;70;73;93;94;
209;373;70;70;77;75;74;
210;373;78;83;95;45;66;
211;373;58;78;91;45;81;
212;373;72;79;66;94;77;
213;373;2;74;90;38;78;
215;373;61;79;77;13;74;
216;373;78;93;73;31;78;
217;373;60;97;85;68;70;
218;373;10;78;35;23;97;
219;373;23;73;16;3;81;
220;373;84;70;80;98;84;
221;373;77;83;70;3;88;
222;373;19;72;78;36;5;
223;373;92;85;69;52;25;
224;373;1;80;10;30;73;
226;373;88;31;80;54;19;
229;373;34;74;4;3;79;
230;373;85;94;72;75;26;
231;373;71;80;77;78;70;
232;373;71;73;74;77;75;
233;373;55;73;14;67;71;
235;373;78;89;74;26;68;
236;373;69;94;52;37;90;
237;373;98;75;83;74;74;
238;373;70;77;2;87;7;
239;373;82;67;5;82;79;
240;373;69;20;93;45;69;
241;373;70;16;72;78;17;
242;373;66;75;94;38;76;
243;373;79;82;76;19;72;
244;373;82;79;74;24;81;
246;373;79;70;68;33;86;
247;373;63;89;83;94;89;
250;373;86;72;79;73;22;
251;373;85;86;73;37;86;
252;373;78;75;84;42;75;
253;373;70;70;72;29;79;
254;373;14;75;85;18;84;
255;373;94;91;83;83;80;
256;373;72;82;4;74;94;
257;373;85;66;79;27;73;
258;373;29;68;55;64;86;
259;373;73;86;77;25;22;
260;373;73;85;73;54;72;
261;373;0;0;0;0;70;
262;373;33;81;79;17;83;
263;373;69;97;73;68;92;
264;373;92;75;2;69;92;
265;373;8;71;86;55;84;
266;373;69;81;74;61;65;
267;373;46;74;76;86;78;
268;373;84;68;75;80;13;
269;373;8;79;14;30;78;
270;373;81;74;71;21;84;
271;373;15;83;9;41;83;
272;373;83;76;78;83;15;
273;373;75;85;79;3;78;
274;373;98;89;72;73;80;
275;373;78;79;68;24;83;
276;373;89;91;99;44;75;
277;373;91;15;79;20;63;
278;373;72;19;73;19;81;
279;373;96;8;68;24;75;
280;373;81;68;68;21;76;
281;373;96;74;78;65;73;
282;373;74;82;72;8;95;
283;373;40;66;75;65;87;
284;373;0;0;0;0;70;
285;373;0;0;0;0;60;
286;373;0;0;0;0;40;
287;373;84;9;84;40;77;
288;373;84;78;11;47;96;
289;373;83;93;72;9;71;
290;373;85;71;84;37;87;
291;373;70;92;89;83;97;
292;373;86;83;81;67;86;
293;373;76;79;93;91;81;
294;373;88;17;80;2;5;
295;373;80;84;76;74;82;
296;373;76;87;80;62;23;
297;373;80;82;85;38;72;
298;373;81;80;75;47;69;
299;373;86;31;71;79;70;
300;373;82;5;74;42;87;
301;373;74;72;73;24;75;
306;373;0;0;0;0;80;
317;373;80;71;85;24;87;
324;373;65;87;68;88;85;
325;373;81;9;83;84;70;
329;373;79;1;95;43;80;
338;373;73;9;79;45;80;
341;373;99;81;83;71;82;
343;373;95;86;48;92;89;
346;373;73;48;71;72;84;
347;373;69;33;81;17;84;
349;373;74;41;95;80;85;
351;373;84;67;69;98;98;
354;373;77;65;72;27;88;
356;373;85;70;20;14;11;
365;373;86;61;42;60;73;
372;373;64;97;82;64;74;
373;373;79;64;72;6;76;
374;373;73;61;54;15;94;
375;373;86;82;78;41;15;
376;373;73;82;78;67;84;
377;373;13;77;77;92;82;
378;373;72;85;97;50;90;
379;373;78;72;79;78;75;
384;373;94;73;77;44;11;
391;373;81;78;86;49;81;
392;373;76;73;83;36;85;
394;373;69;81;84;94;90;
395;373;98;86;76;12;81;
401;373;80;81;13;53;9;
406;373;8;46;7;43;95;
408;373;91;83;67;30;96;
409;373;93;78;91;24;13;
750;373;74;79;77;52;70;
799;373;64;67;79;20;79;
850;373;74;77;74;39;71;
72;374;0;0;0;0;70;
153;374;75;79;75;92;76;
192;374;23;97;90;42;88;
195;374;92;73;18;30;81;
200;374;85;83;84;78;20;
201;374;89;78;17;36;91;
202;374;73;94;73;47;89;
203;374;80;89;62;10;72;
204;374;84;85;94;18;76;
205;374;81;72;89;73;82;
206;374;11;86;67;38;74;
207;374;6;66;69;23;75;
208;374;8;69;67;32;8;
209;374;83;86;42;33;72;
210;374;12;93;76;83;65;
212;374;81;87;77;29;4;
213;374;70;78;79;58;70;
214;374;84;84;87;46;70;
